Nombre,Posición,Equipo,Puntos,Media Puntos Relevo,Puntos Relevo,Precio Actual,Precio Inicial,Media,Partidos,Minutos,Goles,Asistencias,Asistencias sin Gol,Balones al Área,Despejes,Regates,Tiros a Puerta,Balones Recuperados,Posesiones Perdidas,Penaltis Fallados,Goles en Contra,Tarjetas Rojas,Paradas,Penaltis Cometidos,Tarjetas Amarillas,Segundas Amarillas,Penaltis Provocados,Penaltis Parados,Goles en Propia Puerta
Juan Musso,PO,Atlético de Madrid,10,0.27,3,722.550,713.117,0.91,11,90,0,0,0,0,0,0,0,6,6,0,0,0,1,0,0,0,0,0,0
Alberto,MC,Espanyol,10,0.86,6,511.598,518.704,1.43,7,49,0,0,0,3,0,1,1,5,19,0,0,0,0,0,0,0,0,0,0
Ansu Fati,DL,FC Barcelona,10,0.50,4,2.535.038,2.418.910,1.25,8,125,0,0,0,0,0,2,3,4,20,0,0,0,0,0,1,0,0,0,0
Nyom,DF,Espanyol,10,1.00,4,3.875.001,3.711.013,2.50,4,200,0,0,0,4,1,1,0,13,27,0,2,0,0,0,1,0,0,0,0
Diego Martínez,DT,Las Palmas,10,0,0,906.251,882.416,3.33,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Latasa,DL,Valladolid,9,0.40,4,842.231,823.416,0.90,10,435,0,0,0,0,5,3,0,10,61,0,12,0,0,0,4,0,0,0,0
A Fernández,PO,Equipo desconocido,8,0.38,5,788.864,777.218,0.62,13,206,0,0,0,0,2,0,0,28,48,0,3,0,4,0,0,0,0,0,0
Loiodice,MC,Las Palmas,8,0.36,4,615.027,614.024,0.73,11,231,0,0,0,3,3,0,0,9,48,0,8,0,0,0,1,0,0,0,0
Arambarri,DF,Leganés,8,1.00,3,884.757,3.892.569,2.67,3,178,0,0,0,0,9,0,0,7,17,0,2,0,0,0,0,0,0,0,0
Cenk,DF,Valladolid,8,0.50,3,570.777,573.243,1.33,6,106,0,0,0,0,6,0,0,15,2,0,3,0,0,0,0,0,0,0,0
B. Olivan,DF,Espanyol,8,0.50,6,559.118,562.498,0.67,12,331,0,1,0,3,8,0,1,11,59,0,10,0,0,0,0,0,0,0,0
Jose Arnaiz,DL,Osasuna,8,0.36,4,519.082,525.602,0.73,11,24,0,0,1,1,0,0,0,7,8,0,1,0,0,0,0,0,0,0,0
Denis Suárez,MC,Villarreal CF,8,0.60,3,539.375,544.303,1.60,5,81,0,0,0,2,1,2,0,2,8,0,1,0,0,0,0,0,0,0,0
De Jong,MC,FC Barcelona,8,0.80,4,21.607.641,20.696.219,1.60,5,133,0,0,0,0,0,1,0,2,12,0,2,0,0,0,0,0,0,0,0
Selvi,MC,Equipo desconocido,8,1.00,4,300.000,300.000,2.00,4,155,0,0,0,0,6,2,1,5,23,0,3,0,0,0,0,0,0,0,0
Luka,MC,Alavés,7,0.23,3,788.211,773.631,0.54,13,184,0,0,0,1,0,1,0,10,24,1,5,0,0,0,0,0,1,0,0
Moussa Diarra,DF,Alavés,7,0.38,5,575.679,577.761,0.54,13,560,0,0,0,2,4,0,0,24,50,0,12,0,0,0,2,0,0,0,0
Ristic,DF,Celta de Vigo,7,0.40,2,501.448,509.350,1.40,5,112,0,0,0,0,4,1,0,4,22,0,1,0,0,0,0,0,0,0,0
Marc,DL,Las Palmas,7,0.23,3,554.340,558.096,0.54,13,64,0,0,0,0,0,0,0,3,7,0,3,0,0,0,1,0,0,0,0
Olasagasti,MC,Real Sociedad,7,0.23,3,514.959,521.802,0.54,13,72,0,0,0,0,1,1,0,4,7,0,0,0,0,0,0,0,0,0,0
Pablo Marín,MC,Real Sociedad,7,0.33,3,574.717,576.874,0.78,9,42,0,0,0,0,0,2,0,6,12,0,0,0,0,0,0,0,0,0,0
Pere Milla,DL,Espanyol,7,0.25,3,613.498,612.615,0.58,12,206,0,0,0,2,1,1,1,12,45,0,5,0,0,0,2,0,0,0,0
Martín Tejón,MC,Valencia CF,6,0.25,2,498.932,507.031,0.75,8,45,0,0,0,0,0,2,1,4,11,0,1,0,0,0,0,0,0,0,0
Christensen,DF,FC Barcelona,0,0,0,1.382.910,1.321.706,0.00,1,26,0,0,0,0,1,0,0,1,2,0,0,0,0,0,1,0,0,0,0
De Zárate,DF,Real Sociedad,0,0.20,1,512.139,519.203,0.00,5,45,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,0,0,0
Marrero,PO,Real Sociedad,0,0,0,506.277,513.800,0.00,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cuellar,PO,Mallorca,0,0,0,516.180,522.927,0.00,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heyden,DF,Mallorca,0,0,0,505.686,513.256,0.00,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pacheco,PO,Espanyol,0,0,0,619.932,618.545,0.00,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C De La Hoz,MC,Valladolid,0,0,0,501.092,509.021,0.00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Biuk,DL,Valladolid,0,0,0,710.817,710.817,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sánchez,MC,Espanyol,0,0,0,516.212,522.957,0.00,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fortuño,PO,Espanyol,0,0,0,558.160,561.616,0.00,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Omar,DL,Espanyol,0,0,0,500.746,508.703,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bauza,MC,Espanyol,0,0,0,500.746,508.703,0.00,8,62,0,0,0,0,2,1,0,2,6,0,3,0,0,0,1,0,0,0,0
A Rafús,PO,Valladolid,0,0,0,497.206,505.441,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moldovan,PO,Atlético de Madrid,0,0,0,684.796,684.796,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gomis,PO,Atlético de Madrid,0,0,0,500.279,508.273,0.00,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kostis,DF,Atlético de Madrid,0,0,0,500.261,508.256,0.00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vermeeren,MC,Atlético de Madrid,0,0,0,2.351.996,2.351.996,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gastesi,PO,Athletic Club,0,0,0,508.874,516.194,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Àlex Valle,DF,FC Barcelona,0,0,0,1.108.916,1.108.916,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RDT,DL,Rayo Vallecano,0,0,0,546.983,551.315,0.00,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jirí Letácek,PO,Espanyol,0,0,0,575.748,577.825,0.00,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jacobo,DF,Real Madrid,0,0,0,505.476,513.062,0.00,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
André F,PO,Valladolid,0,0,0,570.120,2.500.000,0.00,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
André F,PO,Valladolid,0,0,0,2.500.000,2.500.000,0.00,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alvin,PO,Leganés,0,0,0,494.301,502.763,0.00,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Catala,DF,Espanyol,0,0,0,499.645,507.688,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fraga,PO,Real Sociedad,0,0,0,509.239,516.531,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pau Lopez,PO,Girona,0,0,0,1.098.338,1.059.444,0.00,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Koke,DF,Valladolid,0,0,0,500.261,508.256,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Raúl J,PO,Valencia CF,0,0,0,509.100,516.402,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Júnior R,PO,Villarreal CF,0,0,0,862.774,842.348,0.00,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J Porozo,DF,Leganés,0,0,0,600.352,600.500,0.00,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cesar Fernández,PO,Celta de Vigo,0,0,0,513.676,520.619,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matias,PO,Equipo desconocido,0,0,0,495.312,503.695,0.00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arana,PO,Real Sociedad,0,0,0,501.497,509.395,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lucas,DF,Real Betis,0,0,0,505.364,512.959,0.00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alberto F,PO,Equipo desconocido,0,0,0,506.171,513.702,0.00,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P Ortiz,MC,Equipo desconocido,0,0,0,517.026,523.707,0.00,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collado,MC,Equipo desconocido,0,0,0,509.100,516.402,0.00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kochen,PO,FC Barcelona,0,0,0,500.000,539.564,0.00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrés Cuenca,DF,FC Barcelona,0,0,0,509.413,516.691,0.00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
De Las Sias,DF,Rayo Vallecano,0,0,0,503.460,511.204,0.00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pelayo,DF,Rayo Vallecano,0,0,0,623.525,621.856,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coba,MC,Espanyol,0,0,0,492.609,501.204,0.00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manu Bueno,MC,Equipo desconocido,0,0,0,800.000,800.000,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Killane,PO,Las Palmas,0,0,0,498.033,506.203,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Etta Eyong,MC,Villarreal CF,0,0,0,537.785,542.838,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pezzolesi,DF,Las Palmas,0,0,0,506.171,513.702,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victor Ruiz,DF,Espanyol,0,0,0,5.500.000,5.500.000,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hermoso,DF,Atlético de Madrid,0,0,0,16.000.000,16.000.000,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joel Roca,DL,Girona,0,0,0,717.695,717.695,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yan Couto,DF,Girona,0,0,0,27.500.000,27.500.000,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dovbyk,DL,Girona,0,0,0,63.597.134,63.597.134,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Savic,DF,Atlético de Madrid,0,0,0,5.000.000,5.000.000,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rafa Marín,DF,Alavés,0,0,0,15.000.000,15.000.000,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gundogan,MC,FC Barcelona,0,0,0,41.942.969,41.942.969,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jaume Domenech,PO,Valencia CF,0,0,0,517.504,524.147,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diego Méndez,DF,Rayo Vallecano,0,0,0,300.000,300.000,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unai Simón,PO,Athletic Club,0,0,0,2.743.638,2.739.503,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Á.valles,PO,Las Palmas,0,0,0,1.844.744,1.748.185,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Araújo,DF,FC Barcelona,0,0,0,4.159.039,4.095.585,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diakhaby,DF,Valencia CF,0,0,0,534.087,539.430,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valencia,PO,Osasuna,0,0,0,500.000,500.000,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Foyth,DF,Villarreal CF,0,0,0,875.105,853.712,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Santi,MC,Espanyol,0,0,0,300.000,300.000,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alaba,DF,Real Madrid,0,0,0,1.033.301,1.018.763,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angileri,DF,Espanyol,0,0,0,507.195,514.646,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Artero,MC,Girona,0,0,0,1.182.519,1.182.519,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pedraza,DF,Villarreal CF,0,0,0,618.604,617.321,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
De La Torre,MC,Celta de Vigo,0,0,0,524.268,530.380,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Javi Llabrés,DL,Mallorca,0,0,0,502.015,509.873,0.00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kike Barja,DL,Osasuna,0,0,0,519.156,525.670,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Piñeiro,PO,Real Madrid,0,0,0,300.000,300.000,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isco,MC,Real Betis,0,0,0,5.010.931,4.823.992,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iranzo,DF,Valencia CF,0,0,0,300.000,300.000,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zakharyan,MC,Real Sociedad,0,0,0,599.284,599.516,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mario,DL,Valencia CF,0,0,0,500.000,500.000,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iker Alvarez,PO,Villarreal CF,0,0,0,501.829,509.701,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otorbi,DL,Valencia CF,0,0,0,500.793,508.746,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Szczesny,PO,FC Barcelona,0,0,0,11.009.408,10.499.351,0.00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edu Expósito,MC,Espanyol,0,0,0,525.574,531.584,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marc Vidal,PO,Celta de Vigo,0,0,0,531.315,536.876,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marc Bernal,MC,FC Barcelona,0,0,0,601.499,601.557,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lartitegi,MC,Alavés,0,0,0,495.110,503.509,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Llorenç,PO,Espanyol,0,0,0,1.500.000,1.500.000,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Espigares,DF,Villarreal CF,0,0,0,550.691,554.732,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kochen,PO,FC Barcelona,0,0,0,534.232,539.564,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joni Montiel,MC,Rayo Vallecano,0,0,0,557.010,560.556,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patrick,MC,Espanyol,0,0,0,511.971,519.048,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mateu Jaume,DF,Mallorca,-1,0,0,594.304,594.926,-0.11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Vallejo,DF,Real Madrid,-1,0,0,636.541,633.851,-0.11,9,10,0,0,0,0,1,0,0,1,2,0,2,0,0,0,0,0,0,0,0
Adrián,PO,Real Betis,-2,0,0,573.596,575.841,-0.15,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Rodrigo Abajas,DF,Valencia CF,-2,0,0,509.100,516.402,-0.33,6,66,0,0,0,0,1,1,0,3,14,0,2,0,0,0,1,0,0,0,0
Juan Carlos,PO,Girona,-3,0,0,576.338,578.369,-0.33,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
R Chasco,DF,Valladolid,-3,0.11,1,500.261,508.256,-0.33,9,129,0,0,0,1,1,0,0,4,30,0,4,0,0,0,0,0,0,0,0
Joel Roca,DL,Girona,0,0,0,717.695,717.695,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yan Couto,DF,Girona,0,0,0,27.500.000,27.500.000,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dovbyk,DL,Girona,0,0,0,63.597.134,63.597.134,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Savic,DF,Atlético de Madrid,0,0,0,5.000.000,5.000.000,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rafa Marín,DF,Alavés,0,0,0,15.000.000,15.000.000,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gundogan,MC,FC Barcelona,0,0,0,41.942.969,41.942.969,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jaume Domenech,PO,Valencia CF,0,0,0,517.504,524.147,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diego Méndez,DF,Rayo Vallecano,0,0,0,300.000,300.000,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unai Simón,PO,Athletic Club,0,0,0,2.743.638,2.739.503,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Á.valles,PO,Las Palmas,0,0,0,1.844.744,1.748.185,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Araújo,DF,FC Barcelona,0,0,0,4.159.039,4.095.585,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diakhaby,DF,Valencia CF,0,0,0,534.087,539.430,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valencia,PO,Osasuna,0,0,0,500.000,500.000,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Foyth,DF,Villarreal CF,0,0,0,875.105,853.712,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Santi,MC,Espanyol,0,0,0,300.000,300.000,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alaba,DF,Real Madrid,0,0,0,1.033.301,1.018.763,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angileri,DF,Espanyol,0,0,0,507.195,514.646,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Artero,MC,Girona,0,0,0,1.182.519,1.182.519,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pedraza,DF,Villarreal CF,0,0,0,618.604,617.321,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
De La Torre,MC,Celta de Vigo,0,0,0,524.268,530.380,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Javi Llabrés,DL,Mallorca,0,0,0,502.015,509.873,0.00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kike Barja,DL,Osasuna,0,0,0,519.156,525.670,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Piñeiro,PO,Real Madrid,0,0,0,300.000,300.000,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isco,MC,Real Betis,0,0,0,5.010.931,4.823.992,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iranzo,DF,Valencia CF,0,0,0,300.000,300.000,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zakharyan,MC,Real Sociedad,0,0,0,599.284,599.516,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mario,DL,Valencia CF,0,0,0,500.000,500.000,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iker Alvarez,PO,Villarreal CF,0,0,0,501.829,509.701,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otorbi,DL,Valencia CF,0,0,0,500.793,508.746,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Szczesny,PO,FC Barcelona,0,0,0,11.009.408,10.499.351,0.00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edu Expósito,MC,Espanyol,0,0,0,525.574,531.584,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marc Vidal,PO,Celta de Vigo,0,0,0,531.315,536.876,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marc Bernal,MC,FC Barcelona,0,0,0,601.499,601.557,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lartitegi,MC,Alavés,0,0,0,495.110,503.509,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Llorenç,PO,Espanyol,0,0,0,1.500.000,1.500.000,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Espigares,DF,Villarreal CF,0,0,0,550.691,554.732,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kochen,PO,FC Barcelona,0,0,0,534.232,539.564,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joni Montiel,MC,Rayo Vallecano,0,0,0,557.010,560.556,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patrick,MC,Espanyol,0,0,0,511.971,519.048,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mateu Jaume,DF,Mallorca,-1,0,0,594.304,594.926,-0.11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Vallejo,DF,Real Madrid,-1,0,0,636.541,633.851,-0.11,9,10,0,0,0,0,1,0,0,1,2,0,2,0,0,0,0,0,0,0,0
Adrián,PO,Real Betis,-2,0,0,573.596,575.841,-0.15,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Rodrigo Abajas,DF,Valencia CF,-2,0,0,509.100,516.402,-0.33,6,66,0,0,0,0,1,1,0,3,14,0,2,0,0,0,1,0,0,0,0
Juan Carlos,PO,Girona,-3,0,0,576.338,578.369,-0.33,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
R Chasco,DF,Valladolid,-3,0.11,1,500.261,508.256,-0.33,9,129,0,0,0,1,1,0,0,4,30,0,4,0,0,0,0,0,0,0,0
